freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/ F	Cp/ F	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	Analog IN 1/V	Analog IN 2/V	THD Ewe/%	NSD Ewe/%	NSR Ewe/%	THD I/%	NSD I/%	NSR I/%	|Ewe h2|/V	|Ewe h3|/V	|Ewe h4|/V	|Ewe h5|/V	|Ewe h6|/V	|Ewe h7|/V	|I h2|/A	|I h3|/A	|I h4|/A	|I h5|/A	|I h6|/A	|I h7|/A	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	
2,0727515E-001	3,4025215E+001	3,4361010E+000	3,4198277E+001	-5,7665730E+000	1,399684151547553E+002	3,2458944E+000	9,0798987E-003	2,2346372E+005	2,2559548E+003	1,000000000000000E+000	40	1,3701012E-002	4,0063460E-004	0	1,447544759967358E-003	-5,3298433E-004	-1,9024189E-004	1,2804452E-001	1,2144786E-001	2,2371644E-001	3,5949901E-001	1,2806511E-001	1,2593618E-001	4,7359335E-006	1,1662378E-005	1,6085686E-006	1,1327609E-005	1,2934003E-006	1,8122532E-006	8,4014437E-007	1,1263945E-006	1,4403790E-007	2,2743450E-007	7,1486774E-008	1,0871268E-007	2,9093264E-002	2,9380384E-003	2,9241240E-002	5,7665730E+000	2,2559540E+006	2,2339082E+007	2,2452704E+007	-8,4233429E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4233429E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4233429E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,7665730E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,7665730E+000	9,9022741E+000	5,7665730E+000	-1,828907058096956E-005
1,6422123E-001	3,4441692E+001	3,7193363E+000	3,4641933E+001	-6,1634502E+000	1,651609348047350E+002	3,2458918E+000	7,7941273E-003	2,6057056E+005	3,0036687E+003	1,000000000000000E+000	40	1,3695979E-002	3,9535839E-004	0	1,476157922949183E-003	-5,3298433E-004	-6,7145098E-004	1,2358592E-001	4,7468793E-002	2,0120916E-001	4,3558648E-001	1,6309108E-001	1,3903663E-001	4,5937045E-006	1,1028161E-005	2,8358620E-006	1,1538286E-005	5,7568695E-007	1,0279823E-006	9,5895484E-007	1,3944650E-006	1,5539594E-007	2,0712034E-007	7,4411545E-008	1,1288626E-007	2,8699890E-002	3,0992830E-003	2,8866749E-002	6,1634502E+000	3,0036698E+006	2,7814486E+007	2,7976198E+007	-8,3836548E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3836548E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3836548E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,1634502E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,1634502E+000	9,2601719E+000	6,1634502E+000	2,861316298182468E-005
1,3006553E-001	3,4877483E+001	4,0685406E+000	3,5113983E+001	-6,6536160E+000	1,969151701529336E+002	3,2458992E+000	7,0637814E-003	3,0075944E+005	4,0377217E+003	1,000000000000000E+000	40	1,3700820E-002	3,9018132E-004	0	1,588786668887329E-003	-5,3298433E-004	-4,6521865E-004	1,2206963E-001	7,5733766E-002	1,8441035E-001	4,5168239E-001	1,8298781E-001	1,5172721E-001	4,5863285E-006	9,7875909E-006	1,2915605E-006	1,2172823E-005	1,3780749E-006	1,6928996E-006	6,8232151E-007	1,5906592E-006	1,7811655E-007	1,6984882E-007	1,0614697E-007	1,0122799E-007	2,8286874E-002	3,2997304E-003	2,8478684E-002	6,6536160E+000	4,0377225E+006	3,4613288E+007	3,4847996E+007	-8,3346382E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3346382E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3346382E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6536160E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6536160E+000	8,5724802E+000	6,6536160E+000	1,126287459381468E-004
1,0297224E-001	3,5377132E+001	4,4502621E+000	3,5655945E+001	-7,1698546E+000	2,369702700021153E+002	3,2459099E+000	6,8987575E-003	3,4730769E+005	5,4103042E+003	1,000000000000000E+000	40	1,3701554E-002	3,8427123E-004	0	1,786593614719323E-003	-4,2998357E-004	-3,6210232E-004	1,3129708E-001	5,7633761E-002	1,7577836E-001	5,1084161E-001	7,3286302E-002	1,2537435E-001	5,1612342E-006	1,0631251E-005	1,5209732E-006	1,2920811E-005	2,0819223E-006	1,5118320E-006	6,9580602E-007	1,8025205E-006	8,9857721E-008	3,1393702E-007	9,8323518E-008	2,1137820E-008	2,7826510E-002	3,5004325E-003	2,8045814E-002	7,1698546E+000	5,4103030E+006	4,3008936E+007	4,3347896E+007	-8,2830147E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2830147E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2830147E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,1698546E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,1698546E+000	7,9494491E+000	7,1698546E+000	1,978069458319937E-004
8,1555545E-002	3,6001617E+001	4,8738427E+000	3,6330025E+001	-7,7097416E+000	2,874905128283717E+002	3,2459140E+000	6,6355113E-003	4,0040100E+005	7,2062075E+003	1,000000000000000E+000	40	1,3700915E-002	3,7712374E-004	0	2,007440085039764E-003	-4,6431704E-004	-3,9647456E-004	1,3777204E-001	5,9811451E-002	1,6177069E-001	5,5838883E-001	1,3504069E-001	1,4889161E-001	3,8426806E-006	1,3449600E-005	1,5322697E-006	1,2313808E-005	8,0596311E-007	2,1069618E-006	5,2068089E-007	1,9811096E-006	1,3870138E-007	4,1350816E-007	1,0004815E-007	6,9615368E-008	2,7276622E-002	3,6926665E-003	2,7525442E-002	7,7097416E+000	7,2062050E+006	5,3230092E+007	5,3715660E+007	-8,2290260E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2290260E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2290260E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,7097416E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,7097416E+000	7,3867006E+000	7,7097416E+000	2,208464703204404E-004
6,4581856E-002	3,6715595E+001	5,3962321E+000	3,7110027E+001	-8,3611202E+000	3,512336238027301E+002	3,2459197E+000	6,3584922E-003	4,5668734E+005	9,6564541E+003	1,000000000000000E+000	40	1,3705431E-002	3,6931879E-004	0	2,172593231223142E-003	-5,6731811E-004	-2,5898599E-004	1,3860685E-001	5,2629102E-002	1,6029528E-001	6,7763722E-001	2,6467100E-001	1,8779421E-001	6,6352718E-006	1,0426201E-005	2,5229745E-006	1,3667833E-005	2,1339306E-006	1,7533268E-006	5,5017887E-007	2,3643738E-006	1,3538741E-007	5,6853952E-007	1,0732776E-007	9,6994654E-008	2,6660483E-002	3,9183935E-003	2,6946895E-002	8,3611202E+000	9,6564550E+006	6,5701848E+007	6,6407680E+007	-8,1638878E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1638878E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1638878E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3611202E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3611202E+000	6,8039317E+000	8,3611202E+000	1,651531461833787E-004
5,1141009E-002	3,7450916E+001	6,0111160E+000	3,7930260E+001	-9,1185713E+000	4,316781251969223E+002	3,2458851E+000	5,2360985E-003	5,1772094E+005	1,3002724E+004	1,000000000000000E+000	40	1,3701979E-002	3,6124137E-004	0	2,196334755059914E-003	-1,2098034E-004	-5,2753672E-005	1,4090745E-001	1,0688308E-001	1,6060030E-001	7,5435835E-001	2,4096441E-001	1,8995351E-001	8,5450256E-006	1,1446782E-005	3,3822635E-006	1,2036894E-005	1,2606814E-006	8,6306494E-007	5,8296280E-007	2,5587660E-006	1,9348442E-007	5,7102028E-007	8,4136531E-008	9,0778322E-008	2,6030999E-002	4,1781445E-003	2,6364176E-002	9,1185713E+000	1,3002718E+007	8,1010560E+007	8,2047432E+007	-8,0881432E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,0881432E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,0881432E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-9,1185713E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	9,1185713E+000	6,2302766E+000	9,1185713E+000	2,374152383677157E-005
4,0509924E-002	3,8256584E+001	6,6302266E+000	3,8826874E+001	-9,8322344E+000	5,331790602313122E+002	3,2459173E+000	5,0542783E-003	5,9255731E+005	1,7279145E+004	1,000000000000000E+000	40	1,3701449E-002	3,5288572E-004	0	2,094965292739915E-003	-1,5286608E-003	-3,2773011E-004	1,4412095E-001	5,5192683E-002	1,4481883E-001	8,6254072E-001	6,3220508E-002	1,4071347E-001	2,3791595E-006	1,3566706E-005	2,3967318E-006	1,3154234E-005	1,9146596E-006	3,2410157E-006	3,7130209E-007	2,9179928E-006	1,2256550E-007	7,4361486E-007	4,2406537E-008	1,9084061E-007	2,5377061E-002	4,3980842E-003	2,5755357E-002	9,8322344E+000	1,7279150E+007	9,9701120E+007	1,0118736E+008	-8,0167763E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,0167763E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,0167763E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-9,8322344E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	9,8322344E+000	5,7700267E+000	9,8322344E+000	-1,013694623199991E-004
3,2105520E-002	3,9179253E+001	7,3091612E+000	3,9855209E+001	-1,0567448E+001	6,611968970318267E+002	3,2458992E+000	3,7958084E-003	6,7822356E+005	2,2810656E+004	1,000000000000000E+000	40	1,3705216E-002	3,4387514E-004	0	1,944693448435328E-003	-6,3598540E-004	-3,6210232E-004	1,3206540E-001	4,9891979E-002	1,5316302E-001	8,8296854E-001	1,8005514E-001	1,9540299E-001	3,6672905E-006	1,1301614E-005	3,0514823E-006	1,2216168E-005	1,9407007E-006	4,3446034E-006	3,7004770E-007	2,8581985E-006	7,6759896E-008	8,8786339E-007	1,1882722E-007	3,1515975E-007	2,4665276E-002	4,6014781E-003	2,5090823E-002	1,0567448E+001	2,2810648E+007	1,2227182E+008	1,2438137E+008	-7,9432556E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,9432556E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,9432556E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,0567448E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,0567448E+001	5,3602939E+000	1,0567448E+001	-1,502718443045870E-004
2,5420561E-002	4,0473396E+001	8,1735077E+000	4,1290459E+001	-1,1417193E+001	8,228265432421176E+002	3,2459247E+000	2,8814145E-003	7,6599600E+005	3,0015393E+004	1,000000000000000E+000	40	1,3706430E-002	3,3195151E-004	0	1,925111177878642E-003	-4,6431704E-004	-2,2461411E-004	1,3872668E-001	1,0437123E-001	1,4327142E-001	1,0429219E+000	3,1207347E-001	1,9925874E-001	2,7765782E-006	1,3390687E-005	3,3044316E-006	1,1615599E-005	2,6731445E-006	4,1854219E-006	5,5331913E-007	3,2722676E-006	1,2548067E-007	9,0742708E-007	1,2506892E-007	3,0049853E-007	2,3739427E-002	4,7941222E-003	2,4218671E-002	1,1417193E+001	3,0015386E+007	1,4862957E+008	1,5163005E+008	-7,8582809E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8582809E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8582809E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,1417193E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,1417193E+001	4,9517779E+000	1,1417193E+001	-1,958227055668576E-005
2,0124838E-002	4,2280506E+001	9,1575251E+000	4,3260853E+001	-1,2220915E+001	1,026934185363381E+003	3,2459152E+000	1,5257702E-003	8,6359406E+005	3,8696859E+004	1,000000000000000E+000	40	1,3704113E-002	3,1677861E-004	0	2,144374886584145E-003	-3,6131596E-004	-4,9959053E-004	1,3240427E-001	4,7042403E-002	1,4590503E-001	1,0937706E+000	2,9353806E-001	2,0178035E-001	4,0914269E-006	1,2101516E-005	3,6049044E-006	1,0848931E-005	1,5232542E-006	3,8053452E-006	5,2124807E-007	3,2615542E-006	2,9972323E-008	9,8116436E-007	3,3981511E-008	3,2173273E-007	2,2591757E-002	4,8931437E-003	2,3115586E-002	1,2220915E+001	3,8696868E+007	1,7866430E+008	1,8280694E+008	-7,7779083E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,7779083E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,7779083E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,2220915E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,2220915E+001	4,6170235E+000	1,2220915E+001	2,192637087055028E-004
1,5937239E-002	4,3565243E+001	1,0163328E+001	4,4735039E+001	-1,3131659E+001	1,284619097896124E+003	3,2459354E+000	1,4903474E-003	9,8258719E+005	5,0716277E+004	1,000000000000000E+000	40	1,3702417E-002	3,0630166E-004	0	2,697140231592710E-003	-4,2998357E-004	-4,9959053E-004	1,3098903E-001	7,3043391E-002	1,3733241E-001	1,1155534E+000	1,4482674E-001	1,8073712E-001	4,7243520E-006	1,1582730E-005	2,7532469E-006	1,1501945E-005	1,4892521E-006	3,0590777E-006	1,9772929E-007	3,2238443E-006	1,0158859E-007	1,0446917E-006	6,8799899E-008	3,3580861E-007	2,1769304E-002	5,0785569E-003	2,2353843E-002	1,3131659E+001	5,0716284E+007	2,1739600E+008	2,2323342E+008	-7,6868340E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,6868340E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,6868340E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,3131659E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,3131659E+001	4,2865133E+000	1,3131659E+001	5,527653450085653E-004
1,2632385E-002	4,4580791E+001	1,1144503E+001	4,5952660E+001	-1,4035402E+001	1,609663686188281E+003	3,2459316E+000	1,5967545E-003	1,1305091E+006	6,6492727E+004	1,000000000000000E+000	40	1,3708130E-002	2,9830981E-004	0	3,519741235061782E-003	-6,7031919E-004	-4,6521865E-004	1,1904129E-001	3,8073130E-002	1,3334921E-001	1,1977600E+000	1,7482743E-001	1,8376985E-001	4,0820864E-006	1,0966652E-005	1,2612957E-006	1,0683045E-005	2,8435097E-006	1,4570222E-006	4,2346170E-007	3,3696197E-006	1,3185762E-007	1,0440283E-006	4,5585981E-008	3,3427290E-007	2,1111859E-002	5,2776351E-003	2,1761525E-002	1,4035402E+001	6,6492728E+007	2,6598754E+008	2,7417267E+008	-7,5964600E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5964600E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5964600E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4035402E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4035402E+001	4,0002494E+000	1,4035402E+001	8,226010034690714E-004
1,0003746E-002	4,5859280E+001	1,2298091E+001	4,7479645E+001	-1,5011811E+001	2,020066802081376E+003	3,2459166E+000	1,3871591E-003	1,2936590E+006	8,6792117E+004	1,000000000000000E+000	40	1,3708360E-002	2,8872077E-004	0	4,275237679904676E-003	-6,7031919E-004	-3,6210232E-004	1,3530755E-001	5,3249910E-002	1,4456925E-001	1,2574502E+000	2,9106915E-001	2,7661392E-001	4,4078079E-006	1,1467125E-005	1,9375964E-006	1,2549312E-005	3,7202465E-006	1,6498367E-006	3,0638117E-007	3,4590773E-006	1,4153146E-007	9,5831092E-007	1,3373041E-007	2,8786755E-007	2,0342873E-002	5,4553514E-003	2,1061657E-002	1,5011811E+001	8,6792104E+007	3,2364570E+008	3,3508118E+008	-7,4988190E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4988190E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4988190E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,5011811E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,5011811E+001	3,7289755E+000	1,5011811E+001	7,554964448428948E-004
