freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	THD Ewe/%	NSD Ewe/%	NSR Ewe/%	THD I/%	NSD I/%	NSR I/%	|Ewe h2|/V	|Ewe h3|/V	|Ewe h4|/V	|Ewe h5|/V	|Ewe h6|/V	|Ewe h7|/V	|I h2|/A	|I h3|/A	|I h4|/A	|I h5|/A	|I h6|/A	|I h7|/A	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	
4,6864971E+003	8,1018915E+000	2,1553516E+000	8,3836861E+000	-1,4897390E+001	1,517312655865727E+004	2,4847243E+000	-9,6344626E-001	1,5756278E+001	1,0414056E+000	2,000000000000000E+000	38	1,4273084E-002	1,7024830E-003	0	-3,500690537454703E-003	1,6149487E-001	7,7249207E-002	2,2649586E+000	1,1174080E-001	7,9283245E-002	1,0592968E+000	7,0878395E-006	7,1320464E-006	1,2957155E-005	7,6034589E-006	5,9017661E-006	1,0253158E-005	3,2458757E-007	1,1696159E-006	3,9960122E-007	1,2978004E-006	4,2263216E-007	2,5451428E-007	1,1527003E-001	3,0665362E-002	1,1927927E-001	1,4897390E+001	1,0414056E+003	3,9146074E+003	4,0507625E+003	-7,5102608E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5102608E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5102608E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4897390E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4897390E+001	3,7589650E+000	1,4897390E+001	-2,643699073323386E-004
3,7111863E+003	8,4965849E+000	2,2078738E+000	8,7787619E+000	-1,4566395E+001	1,517388657504000E+004	2,4847183E+000	-9,8804921E-001	1,9423754E+001	1,2286130E+000	2,000000000000000E+000	38	1,4555786E-002	1,6580682E-003	0	-3,706364530324839E-003	1,1928318E-001	6,0553178E-002	2,2440457E+000	1,1332549E-001	6,6005819E-002	1,0688475E+000	6,6155153E-006	5,9353570E-006	3,0817000E-006	8,9344749E-006	8,7838744E-006	6,1586907E-006	4,0681647E-007	1,2594904E-006	4,7478750E-007	1,0770223E-006	3,7403544E-007	4,1565920E-007	1,1024981E-001	2,8648883E-002	1,1391128E-001	1,4566395E+001	1,2286125E+003	4,7280845E+003	4,8851069E+003	-7,5433609E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5433609E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5433609E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,4566395E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,4566395E+001	3,8483109E+000	1,4566395E+001	-2,056739928701363E-004
2,9409380E+003	8,9054260E+000	2,2198765E+000	9,1779337E+000	-1,3996998E+001	1,517464656192943E+004	2,4847212E+000	-1,0116369E+000	2,4378412E+001	1,4261764E+000	2,000000000000000E+000	38	1,4682228E-002	1,5997313E-003	0	-3,919038722789232E-003	1,0808374E-001	1,0757347E-001	2,2245255E+000	1,2162956E-001	9,4149351E-002	1,1211380E+000	4,3510040E-006	3,1782022E-006	1,0665306E-005	5,0554168E-006	5,5412061E-006	6,3419006E-006	5,6377513E-007	1,5603932E-006	9,5424788E-008	8,5514381E-007	3,8266515E-007	2,3697429E-007	1,0572188E-001	2,6353542E-002	1,0895699E-001	1,3996998E+001	1,4261761E+003	5,7213589E+003	5,8964331E+003	-7,6003006E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,6003006E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,6003006E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,3996998E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,3996998E+001	4,0116763E+000	1,3996998E+001	-2,126741924643929E-004
2,3292527E+003	9,2912369E+000	2,1855223E+000	9,5448198E+000	-1,3236716E+001	1,517540668455229E+004	2,4847288E+000	-1,0354164E+000	3,1264269E+001	1,6391674E+000	2,000000000000000E+000	38	1,4707928E-002	1,5409330E-003	0	-4,134934807599774E-003	1,4101362E-001	1,0643070E-001	2,1872511E+000	1,4596306E-001	7,8579597E-002	1,1664718E+000	6,9376661E-006	9,6721460E-006	3,8575304E-006	1,3116748E-005	4,5674701E-006	6,5182589E-006	7,7360352E-007	1,2988457E-006	7,4638983E-008	1,4727443E-006	5,0143319E-007	2,9234951E-007	1,0198541E-001	2,3989422E-002	1,0476887E-001	1,3236716E+001	1,6391676E+003	6,9685366E+003	7,1587271E+003	-7,6763283E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,6763283E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,6763283E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,3236716E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,3236716E+001	4,2512660E+000	1,3236716E+001	-2,158960848105424E-004
1,8444061E+003	9,6618242E+000	2,1122086E+000	9,8900089E+000	-1,2331643E+001	1,517616671122838E+004	2,4847126E+000	-1,0606378E+000	4,0853268E+001	1,8634040E+000	2,000000000000000E+000	38	1,4709441E-002	1,4873031E-003	0	-4,357579878625692E-003	1,2434456E-001	6,9135316E-002	2,1910779E+000	1,7654756E-001	8,8839069E-002	1,1987724E+000	4,2623788E-006	3,8878366E-006	8,0068303E-006	1,2880969E-005	6,2810527E-006	3,2631726E-006	7,3793143E-007	1,5225760E-006	5,1121003E-007	1,8364286E-006	3,5820412E-007	4,3855795E-007	9,8779261E-002	2,1594515E-002	1,0111214E-001	1,2331643E+001	1,8634039E+003	8,5237236E+003	8,7250293E+003	-7,7668358E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,7668358E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,7668358E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,2331643E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,2331643E+001	4,5742755E+000	1,2331643E+001	-2,226450710259183E-004
1,4604702E+003	1,0000078E+001	2,0106595E+000	1,0200212E+001	-1,1368560E+001	1,517692754038447E+004	2,4847183E+000	-1,0837820E+000	5,4198704E+001	2,1059477E+000	2,000000000000000E+000	38	1,4694160E-002	1,4405741E-003	0	-4,585952025758801E-003	1,8003014E-001	8,8966452E-002	2,2323611E+000	1,8270122E-001	9,3336418E-002	1,2355186E+000	8,7475300E-006	3,1715931E-006	1,2947767E-005	1,6188773E-005	6,1126398E-006	1,0183874E-005	9,1770386E-007	1,7767632E-006	4,2992741E-007	1,5547765E-006	3,6734863E-007	3,2370124E-007	9,6113645E-002	1,9325031E-002	9,8037183E-002	1,1368560E+001	2,1059480E+003	1,0473997E+004	1,0683615E+004	-7,8631439E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8631439E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8631439E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,1368560E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,1368560E+001	4,9735317E+000	1,1368560E+001	-2,283721471331088E-004
1,1568517E+003	1,0294314E+001	1,8932151E+000	1,0466956E+001	-1,0420754E+001	1,517768631231383E+004	2,4847248E+000	-1,1062889E+000	7,2667885E+001	2,3773963E+000	2,000000000000000E+000	38	1,4674017E-002	1,4019373E-003	0	-4,816802877386437E-003	1,4272690E-001	4,4121299E-002	2,2209435E+000	1,6849425E-001	4,3890107E-002	1,2698631E+000	4,2801830E-006	5,7433108E-006	1,0957686E-005	1,3607390E-005	5,6596273E-006	5,3100898E-006	6,0462253E-007	1,5049460E-006	3,5626800E-007	1,6370064E-006	3,0793777E-007	1,2197590E-007	9,3962945E-002	1,7280612E-002	9,5538758E-002	1,0420754E+001	2,3773962E+003	1,2927040E+004	1,3143834E+004	-7,9579247E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,9579247E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,9579247E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-1,0420754E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	1,0420754E+001	5,4374776E+000	1,0420754E+001	-2,308508516276359E-004
9,1646613E+002	1,0551804E+001	1,7789043E+000	1,0700704E+001	-9,5693808E+000	1,517844530989655E+004	2,4847307E+000	-1,1298429E+000	9,7622772E+001	2,6979358E+000	2,000000000000000E+000	38	1,4657715E-002	1,3697898E-003	0	-5,052429939326597E-003	1,8417394E-001	4,9437180E-002	2,1957748E+000	2,0057626E-001	3,6872271E-002	1,3061838E+000	1,3414180E-005	7,8663752E-006	1,5477181E-005	8,0455038E-006	3,6341419E-006	9,3534391E-006	1,0948646E-006	1,6805689E-006	4,8192408E-007	1,6117701E-006	7,2077194E-007	3,6912760E-007	9,2151418E-002	1,5535595E-002	9,3451798E-002	9,5693808E+000	2,6979360E+003	1,6003159E+004	1,6228985E+004	-8,0430618E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,0430618E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,0430618E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-9,5693808E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	9,5693808E+000	5,9316306E+000	9,5693808E+000	-2,356270619401600E-004
7,2569403E+002	1,0775684E+001	1,6768138E+000	1,0905369E+001	-8,8449106E+000	1,517920542174601E+004	2,4847183E+000	-1,1532217E+000	1,3079216E+002	3,0922225E+000	2,000000000000000E+000	38	1,4646486E-002	1,3430528E-003	0	-5,293951283370882E-003	1,1757325E-001	8,2142591E-002	2,2242405E+000	1,9878197E-001	6,8698674E-002	1,3191756E+000	2,9253124E-006	3,5584874E-006	9,8744331E-006	7,3396673E-006	7,0236110E-006	7,4291002E-006	8,7280864E-007	1,4807182E-006	4,7478409E-007	1,8927026E-006	2,5714337E-007	5,2830586E-007	9,0607494E-002	1,4099514E-002	9,1697954E-002	8,8449106E+000	3,0922222E+003	1,9871504E+004	2,0110656E+004	-8,1155090E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1155090E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1155090E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,8449106E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,8449106E+000	6,4262853E+000	8,8449106E+000	-2,415213440442850E-004
5,7481604E+002	1,0971066E+001	1,5932474E+000	1,1086150E+001	-8,2628822E+000	1,517996568511549E+004	2,4847162E+000	-1,1762242E+000	1,7378329E+002	3,5893264E+000	2,000000000000000E+000	38	1,4640050E-002	1,3205712E-003	0	-5,541820181318740E-003	1,4815277E-001	8,4082633E-002	2,2075729E+000	2,0192242E-001	2,4048252E-002	1,3546679E+000	5,5634196E-006	6,3502457E-006	1,2274683E-005	1,1651108E-005	3,8645203E-006	6,7875922E-006	9,1375847E-007	1,7643642E-006	5,8237782E-007	1,6015487E-006	3,9059486E-007	2,0080195E-007	8,9266255E-002	1,2963484E-002	9,0202637E-002	8,2628822E+000	3,5893252E+003	2,4716023E+004	2,4975289E+004	-8,1737122E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1737122E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1737122E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2628822E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2628822E+000	6,8859773E+000	8,2628822E+000	-2,478688979478576E-004
4,5514554E+002	1,1140911E+001	1,5280906E+000	1,1245219E+001	-7,8099728E+000	1,518072557909822E+004	2,4847066E+000	-1,1989716E+000	2,2883411E+002	4,2255487E+000	2,000000000000000E+000	38	1,4628381E-002	1,3008533E-003	0	-5,792776503324173E-003	1,4097163E-001	4,0889531E-002	2,2356019E+000	1,8206985E-001	4,3401483E-002	1,3849195E+000	4,6277496E-006	6,4596338E-006	1,0879507E-005	1,1942971E-005	7,5751718E-006	2,9269988E-006	1,0073618E-006	1,2670009E-006	3,7994366E-007	1,5726628E-006	2,2879344E-007	3,1006169E-007	8,8101812E-002	1,2084071E-002	8,8926680E-002	7,8099728E+000	4,2255493E+003	3,0807373E+004	3,1095813E+004	-8,2190025E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2190025E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2190025E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8099728E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8099728E+000	7,2907400E+000	7,8099728E+000	-2,509563220054328E-004
3,6057681E+002	1,1309577E+001	1,5047539E+000	1,1409243E+001	-7,5787659E+000	1,518148429724091E+004	2,4847014E+000	-1,2229524E+000	2,9333023E+002	5,1023960E+000	2,000000000000000E+000	38	1,4622147E-002	1,2816055E-003	0	-6,047538542145113E-003	1,2281683E-001	8,7769449E-002	2,2081978E+000	1,9581799E-001	6,4341351E-002	1,3902401E+000	4,7011781E-006	7,8673283E-006	7,7295763E-006	1,1342708E-005	3,9562738E-006	3,8096632E-006	7,6940353E-007	1,4953753E-006	4,3568181E-007	1,6452760E-006	3,3225535E-007	6,0617981E-007	8,6882584E-002	1,1559841E-002	8,7648235E-002	7,5787659E+000	5,1023965E+003	3,8349094E+004	3,8687043E+004	-8,2421234E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2421234E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2421234E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5787659E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5787659E+000	7,5158978E+000	7,5787659E+000	-2,547620388209399E-004
2,8563962E+002	1,1466398E+001	1,4956852E+000	1,1563536E+001	-7,4317427E+000	1,518224316373031E+004	2,4847283E+000	-1,2438569E+000	3,7253018E+002	6,2324758E+000	2,000000000000000E+000	38	1,4616637E-002	1,2640284E-003	0	-6,308753907074350E-003	1,6493893E-001	6,7271180E-002	2,2210655E+000	1,9675693E-001	2,3189902E-002	1,4208112E+000	9,7653765E-006	5,1326633E-006	7,9791444E-006	1,7488526E-005	5,5032679E-006	4,6374748E-006	1,1042399E-006	1,5588820E-006	1,9860356E-007	1,5195396E-006	2,4754584E-007	2,2179319E-007	8,5752286E-002	1,1185590E-002	8,6478740E-002	7,4317427E+000	6,2324741E+003	4,7780145E+004	4,8184914E+004	-8,2568260E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2568260E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2568260E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4317427E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4317427E+000	7,6663179E+000	7,4317427E+000	-2,612153649292374E-004
2,2623093E+002	1,1628799E+001	1,5196049E+000	1,1727667E+001	-7,4449968E+000	1,518300151933962E+004	2,4847329E+000	-1,2655962E+000	4,6295361E+002	7,7727666E+000	2,000000000000000E+000	38	1,4613199E-002	1,2460449E-003	0	-6,574059649930051E-003	1,2117496E-001	8,2677588E-002	2,2466960E+000	1,7719187E-001	4,8539139E-002	1,4208925E+000	5,3383346E-006	8,5354359E-006	5,6407262E-006	1,2250704E-005	2,2884171E-006	2,2849242E-006	1,1656913E-006	1,2114572E-006	2,1198801E-007	1,3442555E-006	3,1454456E-007	5,7839134E-008	8,4549613E-002	1,1048605E-002	8,5268453E-002	7,4449968E+000	7,7727690E+003	5,9481207E+004	5,9986914E+004	-8,2555000E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2555000E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2555000E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4449968E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4449968E+000	7,6525149E+000	7,4449968E+000	-2,653057428557010E-004
1,7914027E+002	1,1805746E+001	1,5661863E+000	1,1909181E+001	-7,5569067E+000	1,518376358273585E+004	2,4847188E+000	-1,2895154E+000	5,6726172E+002	9,8108482E+000	2,000000000000000E+000	38	1,4609046E-002	1,2267046E-003	0	-6,843974127591329E-003	1,6619110E-001	5,1636089E-002	2,2273402E+000	1,9602889E-001	6,8646371E-002	1,4635319E+000	5,1564380E-006	5,8212363E-006	7,0407955E-006	1,9646948E-005	3,9941151E-006	6,1240949E-006	1,3200946E-006	1,1016360E-006	4,4602149E-007	1,4371009E-006	3,1062731E-007	3,0043384E-007	8,3239540E-002	1,1042812E-002	8,3968833E-002	7,5569067E+000	9,8108496E+003	7,3953133E+004	7,4601063E+004	-8,2443092E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2443092E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2443092E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,5569067E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,5569067E+000	7,5378938E+000	7,5569067E+000	-2,699144776612782E-004
1,4186128E+002	1,2000725E+001	1,6328573E+000	1,2111301E+001	-7,7482672E+000	1,518451894978507E+004	2,4847271E+000	-1,3103641E+000	6,8708118E+002	1,2488862E+001	2,000000000000000E+000	38	1,4608262E-002	1,2061679E-003	0	-7,117180351254116E-003	1,4216805E-001	5,6741081E-002	2,2522421E+000	2,2357580E-001	5,5736586E-002	1,5063629E+000	6,8002014E-006	9,0586627E-006	9,3938288E-006	1,2731438E-005	2,0540310E-006	6,0563943E-006	1,5799294E-006	1,4019712E-006	5,5706772E-007	1,3151608E-006	6,1842701E-007	4,3546581E-007	8,1813671E-002	1,1131831E-002	8,2567513E-002	7,7482672E+000	1,2488863E+004	9,1787195E+004	9,2632938E+004	-8,2251732E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2251732E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2251732E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,7482672E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,7482672E+000	7,3495245E+000	7,7482672E+000	-2,732062236627869E-004
1,1233688E+002	1,2217270E+001	1,7178520E+000	1,2337451E+001	-8,0038013E+000	1,518527337656752E+004	2,4847178E+000	-1,3333070E+000	8,2473047E+002	1,5989417E+001	2,000000000000000E+000	38	1,4604264E-002	1,1837343E-003	0	-7,396341958832772E-003	1,4401191E-001	6,7847691E-002	2,2371974E+000	1,5166122E-001	4,5697607E-002	1,4733937E+000	9,1531147E-006	9,0576495E-006	7,4974832E-006	1,0637458E-005	6,0159196E-006	5,0509152E-006	9,8577675E-007	1,0359190E-006	3,5449364E-007	8,7924445E-007	3,5704139E-007	1,4481722E-007	8,0264457E-002	1,1285864E-002	8,1054017E-002	8,0038013E+000	1,5989412E+004	1,1371586E+005	1,1483448E+005	-8,1996201E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1996201E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1996201E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,0038013E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,0038013E+000	7,1119456E+000	8,0038013E+000	-2,791616075786558E-004
8,9003143E+001	1,2464555E+001	1,8128338E+000	1,2595694E+001	-8,2750273E+000	1,518603789996388E+004	2,4847126E+000	-1,3558326E+000	9,8640845E+002	2,0432833E+001	2,000000000000000E+000	38	1,4603855E-002	1,1594323E-003	0	-7,681867598731951E-003	1,2336405E-001	5,6172930E-002	2,2084565E+000	1,9858931E-001	1,8731588E-002	1,5374640E+000	3,9584779E-006	3,6330227E-006	7,5474672E-006	1,1875659E-005	4,8590255E-006	6,4159890E-006	8,4703782E-007	1,2585573E-006	8,6493287E-007	1,2511848E-006	3,6002712E-007	5,6329787E-007	7,8565635E-002	1,1426517E-002	7,9392217E-002	8,2750273E+000	2,0432828E+004	1,4049064E+005	1,4196873E+005	-8,1724976E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1724976E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1724976E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2750273E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2750273E+000	6,8757296E+000	8,2750273E+000	-2,855256398991788E-004
7,0473549E+001	1,2739541E+001	1,8913298E+000	1,2879170E+001	-8,4445295E+000	1,518679526055983E+004	2,4847279E+000	-1,3764242E+000	1,1940616E+003	2,5750488E+001	2,000000000000000E+000	38	1,4605775E-002	1,1340618E-003	0	-7,968750888356732E-003	1,6146158E-001	5,0524965E-002	2,2632844E+000	1,8761013E-001	3,5335068E-002	1,5933794E+000	4,7201338E-006	5,9458971E-006	1,1066104E-005	1,4313746E-005	8,7974558E-006	8,1887592E-006	1,1531803E-006	1,0055905E-006	4,0212817E-007	1,1573493E-006	5,1307359E-007	5,5009951E-007	7,6802962E-002	1,1402274E-002	7,7644750E-002	8,4445295E+000	2,5750480E+004	1,7344908E+005	1,7535014E+005	-8,1555473E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1555473E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1555473E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4445295E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4445295E+000	6,7357588E+000	8,4445295E+000	-2,868832896247816E-004
5,5839867E+001	1,3033716E+001	1,9710642E+000	1,3181913E+001	-8,5995703E+000	1,518754952952900E+004	2,4847276E+000	-1,3976120E+000	1,4460222E+003	3,2331036E+001	2,000000000000000E+000	38	1,4600730E-002	1,1076336E-003	0	-8,260044659194511E-003	1,3350832E-001	6,0765136E-002	2,2062767E+000	1,7552516E-001	4,2555399E-002	1,6107852E+000	9,1219736E-006	2,2411527E-006	7,4746717E-006	1,0406747E-005	8,4191279E-006	6,3374018E-006	7,2384290E-007	1,1880975E-006	4,1186851E-007	1,2257225E-006	1,9230627E-007	3,2924950E-007	7,5008646E-002	1,1343416E-002	7,5861521E-002	8,5995703E+000	3,2331037E+004	2,1378984E+005	2,1622070E+005	-8,1400429E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1400429E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1400429E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5995703E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5995703E+000	6,6125274E+000	8,5995703E+000	-2,912937708377788E-004
4,4221729E+001	1,3357923E+001	2,0231652E+000	1,3510266E+001	-8,6124506E+000	1,518831623601873E+004	2,4847472E+000	-1,4183415E+000	1,7789061E+003	3,9892193E+001	2,000000000000000E+000	38	1,4599062E-002	1,0805902E-003	0	-8,558043442024254E-003	1,5527999E-001	7,6787122E-002	2,1948349E+000	1,9421670E-001	5,6785028E-002	1,6508927E+000	2,8464674E-006	8,9161013E-006	6,2397216E-006	1,7502127E-005	4,7316689E-006	5,4733378E-006	9,7667271E-007	1,2153689E-006	5,5182846E-007	1,2174822E-006	2,4151507E-007	3,0237632E-007	7,3183149E-002	1,1084178E-002	7,4017785E-002	8,6124506E+000	3,9892191E+004	2,6338772E+005	2,6639159E+005	-8,1387550E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1387550E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1387550E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6124506E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6124506E+000	6,6024871E+000	8,6124506E+000	-2,979987828297427E-004
3,5011173E+001	1,3691657E+001	2,0511913E+000	1,3844452E+001	-8,5202999E+000	1,518907555050810E+004	2,4847441E+000	-1,4393468E+000	2,2161917E+003	4,8648350E+001	2,000000000000000E+000	38	1,4598085E-002	1,0544357E-003	0	-8,861275446072143E-003	1,3855433E-001	4,7593378E-002	2,2367036E+000	2,0342380E-001	6,1415572E-002	1,6801152E+000	6,5371710E-006	5,1855682E-006	9,6622889E-006	1,3443533E-005	6,5673207E-006	1,9914612E-006	1,1813889E-006	9,1722069E-007	3,1280899E-007	1,2865978E-006	2,7760362E-007	6,7590338E-007	7,1433917E-002	1,0701746E-002	7,2231099E-002	8,5202999E+000	4,8648363E+004	3,2472666E+005	3,2835053E+005	-8,1479698E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1479698E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1479698E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5202999E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5202999E+000	6,6749783E+000	8,5202999E+000	-3,032320040478893E-004
2,7736723E+001	1,4029693E+001	2,0633051E+000	1,4180603E+001	-8,3663454E+000	1,518986436305224E+004	2,4847369E+000	-1,4608260E+000	2,7810037E+003	5,8876102E+001	2,000000000000000E+000	38	1,4601546E-002	1,0296844E-003	0	-9,179478707397021E-003	1,4129610E-001	5,6098215E-002	1,5686772E+000	2,3146197E-001	7,8731574E-002	1,2317495E+000	5,4291222E-006	2,7925089E-006	1,0432951E-005	1,5527212E-005	3,2097157E-006	3,7662894E-006	1,4040806E-006	1,2283659E-006	4,5052053E-007	1,3669429E-006	1,5104700E-007	2,5577614E-007	6,9768399E-002	1,0260630E-002	7,0518866E-002	8,3663454E+000	5,8876113E+004	4,0033513E+005	4,0464134E+005	-8,1633652E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1633652E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1633652E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3663454E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3663454E+000	6,7996206E+000	8,3663454E+000	-3,182032613248779E-004
2,1960661E+001	1,4347225E+001	2,0364454E+000	1,4491031E+001	-8,0785990E+000	1,519058830868668E+004	2,4847472E+000	-1,4815267E+000	3,5587869E+003	7,0282784E+001	2,000000000000000E+000	38	1,4600027E-002	1,0075216E-003	0	-9,479786732164651E-003	1,2764490E-001	8,6736038E-002	2,2353296E+000	2,5031680E-001	6,8347834E-002	1,7465125E+000	6,5814861E-006	4,0648870E-006	7,8049561E-006	1,1443240E-005	4,0932882E-006	7,7494542E-006	1,7079608E-006	5,8184560E-007	3,3000060E-007	1,6000226E-006	3,2568471E-007	4,1952794E-007	6,8323381E-002	9,6978210E-003	6,9008201E-002	8,0785990E+000	7,0282766E+004	4,9515828E+005	5,0012138E+005	-8,1921402E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,1921402E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,1921402E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,0785990E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,0785990E+000	7,0452294E+000	8,0785990E+000	-3,003080247676298E-004
