freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	x	Pwe/W	Rwe/Ohm	
1,9950197E+000	2,8136747E+001	2,8723938E+000	2,8282984E+001	-5,8289566E+000	2,193835293050548E+005	2,5967214E+000	-1,2797138E-001	2,7773396E+004	2,8646167E+002	3,000000000000000E+000	39	1,5104147E-002	5,3403655E-004	0	-5,960763272996442E-004	3,5174139E-002	3,5908194E-003	3,5356950E-002	5,8289566E+000	2,8646166E+005	2,8060563E+006	2,8206403E+006	-8,4171043E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4171043E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4171043E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,8289566E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,8289566E+000	9,7955742E+000	8,4171043E+001	-4,816760985835891E-005	2,224040920469541E-005	-3,3230602E-004	2,0291424E+004
1,5846864E+000	2,8503473E+001	2,8542888E+000	2,8646029E+001	-5,7184377E+000	2,193848950979440E+005	2,5967162E+000	-1,3282537E-001	3,5186727E+004	3,4933801E+002	3,000000000000000E+000	39	1,5101579E-002	5,2717881E-004	0	-6,571415957344677E-004	3,4735132E-002	3,4783164E-003	3,4908853E-002	5,7184377E+000	3,4933803E+005	3,4885565E+006	3,5060040E+006	-8,4281563E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4281563E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4281563E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,7184377E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,7184377E+000	9,9861908E+000	8,4281563E+001	-6,106526843482354E-005	2,451883647312530E-005	-3,4490979E-004	1,9549850E+004
1,2582541E+000	2,8916979E+001	2,8697841E+000	2,9059032E+001	-5,6676002E+000	2,193866050673756E+005	2,5967312E+000	-1,3840555E-001	4,4076039E+004	4,2987158E+002	3,000000000000000E+000	39	1,5098397E-002	5,1957672E-004	0	-7,219594253539270E-004	3,4244485E-002	3,3984974E-003	3,4412708E-002	5,6676002E+000	4,2987172E+005	4,3315405E+006	4,3528190E+006	-8,4332397E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4332397E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4332397E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,6676002E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,6676002E+000	1,0076361E+001	8,4332397E+001	-6,481782961945928E-005	2,693727684472612E-005	-3,5940201E-004	1,8761756E+004
1,0000616E+000	2,9331619E+001	2,8830478E+000	2,9472969E+001	-5,6136541E+000	2,193887453570385E+005	2,5967350E+000	-1,4538033E-001	5,5200309E+004	5,2819879E+002	3,000000000000000E+000	39	1,5099791E-002	5,1232678E-004	0	-7,922965805366338E-004	3,3766676E-002	3,3189759E-003	3,3929396E-002	5,6136541E+000	5,2819894E+005	5,3738015E+006	5,3996980E+006	-8,4386345E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4386345E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4386345E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,6136541E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,6136541E+000	1,0173823E+001	8,4386345E+001	-7,033715518270681E-005	2,956165067390384E-005	-3,7751420E-004	1,7861666E+004
7,9444051E-001	2,9814842E+001	2,9080472E+000	2,9956327E+001	-5,5708313E+000	2,193914273994518E+005	2,5967395E+000	-1,5312505E-001	6,8890180E+004	6,4920685E+002	3,000000000000000E+000	39	1,5103706E-002	5,0419086E-004	0	-8,835182390554821E-004	3,3224262E-002	3,2405916E-003	3,3381928E-002	5,5708313E+000	6,4920675E+005	6,6560120E+006	6,6875980E+006	-8,4429169E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4429169E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4429169E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,5708313E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,5708313E+000	1,0252530E+001	8,4429169E+001	-9,122165851884834E-005	3,296525340206638E-005	-3,9762587E-004	1,6958293E+004
6,3126236E-001	3,0312386E+001	3,0298285E+000	3,0463430E+001	-5,7079539E+000	2,193947919166293E+005	2,5967274E+000	-1,6275547E-001	8,3213195E+004	8,2313428E+002	3,000000000000000E+000	39	1,5099375E-002	4,9565575E-004	0	-1,019849673982645E-003	3,2663483E-002	3,2648288E-003	3,2826245E-002	5,7079539E+000	8,2313431E+005	8,2351735E+006	8,2762090E+006	-8,4292046E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4292046E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4292046E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,7079539E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,7079539E+000	1,0004654E+001	8,4292046E+001	-1,363314349271629E-004	3,805196253876257E-005	-4,2263159E-004	1,5954777E+004
5,0118715E-001	3,0744041E+001	3,2024357E+000	3,0910381E+001	-5,9467368E+000	2,193990211553639E+005	2,5967162E+000	-1,7462812E-001	9,9160750E+004	1,0643683E+003	3,000000000000000E+000	39	1,5106142E-002	4,8870774E-004	0	-1,229387238560755E-003	3,2177497E-002	3,3517508E-003	3,2351591E-002	5,9467368E+000	1,0643688E+006	1,0218154E+007	1,0273439E+007	-8,4053261E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4053261E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4053261E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,9467368E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,9467368E+000	9,6002054E+000	8,4053261E+001	-2,095375645781103E-004	4,587009079942374E-005	-4,5345968E-004	1,4869977E+004
3,9821118E-001	3,1087023E+001	3,3513918E+000	3,1267153E+001	-6,1531091E+000	2,194043344030916E+005	2,5967331E+000	-1,8887222E-001	1,1925634E+005	1,3701093E+003	3,000000000000000E+000	39	1,5104789E-002	4,8308811E-004	0	-1,534504531899849E-003	3,1798195E-002	3,4280608E-003	3,1982444E-002	6,1531091E+000	1,3701088E+006	1,2708935E+007	1,2782575E+007	-8,3846893E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3846893E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3846893E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,1531091E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,1531091E+000	9,2758541E+000	8,3846893E+001	-3,051172933390934E-004	5,725442724846925E-005	-4,9045077E-004	1,3748624E+004
3,1619295E-001	3,1430761E+001	3,3923082E+000	3,1613297E+001	-6,1600633E+000	2,194110158570684E+005	2,5967457E+000	-2,0607512E-001	1,4837906E+005	1,7085342E+003	3,000000000000000E+000	39	1,5106790E-002	4,7786190E-004	0	-1,951846369727925E-003	3,1449616E-002	3,3943432E-003	3,1632259E-002	6,1600633E+000	1,7085346E+006	1,5830085E+007	1,5922019E+007	-8,3839935E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3839935E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3839935E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,1600633E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,1600633E+000	9,2653027E+000	8,3839935E+001	-4,173418378280766E-004	7,282601233990356E-005	-5,3512468E-004	1,2600967E+004
2,5117323E-001	3,1808456E+001	3,3822794E+000	3,1987774E+001	-6,0696087E+000	2,194194166307179E+005	2,5967369E+000	-2,2736248E-001	1,8734294E+005	2,0945378E+003	3,000000000000000E+000	39	1,5102461E-002	4,7213229E-004	0	-2,498876598857776E-003	3,1086694E-002	3,3055325E-003	3,1261943E-002	6,0696087E+000	2,0945386E+006	1,9697964E+007	1,9809010E+007	-8,3930389E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3930389E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3930389E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,0696087E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,0696087E+000	9,4044437E+000	8,3930389E+001	-5,470302291298512E-004	9,323644567870367E-005	-5,9040054E-004	1,1421132E+004
1,9957349E-001	3,2257862E+001	3,3291597E+000	3,2429199E+001	-5,8923268E+000	2,194299811315266E+005	2,5967171E+000	-2,5246146E-001	2,3954253E+005	2,5245239E+003	3,000000000000000E+000	39	1,5104287E-002	4,6576196E-004	0	-3,210402448439266E-003	3,0673485E-002	3,1656446E-003	3,0836407E-002	5,8923268E+000	2,5245233E+006	2,4461348E+007	2,4591274E+007	-8,4107674E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4107674E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4107674E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,8923268E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,8923268E+000	9,6894903E+000	8,4107674E+001	-7,115258495814891E-004	1,197844317832683E-004	-6,5557100E-004	1,0285598E+004
1,5846863E-001	3,2799732E+001	3,2733943E+000	3,2962669E+001	-5,6992145E+000	2,194432777004868E+005	2,5967200E+000	-2,8071859E-001	3,0681634E+005	3,0257317E+003	3,000000000000000E+000	39	1,5104201E-002	4,5822139E-004	0	-4,157355112264715E-003	3,0187389E-002	3,0126839E-003	3,0337349E-002	5,6992145E+000	3,0257300E+006	3,0318130E+007	3,0468738E+007	-8,4300789E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4300789E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4300789E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,6992145E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,6992145E+000	1,0020098E+001	8,4300789E+001	-9,469526638254499E-004	1,551165088619934E-004	-7,2894758E-004	9,2502598E+003
1,2590662E-001	3,3446381E+001	3,2922792E+000	3,3608028E+001	-5,6217732E+000	2,194600025502581E+005	2,5967276E+000	-3,1357995E-001	3,8395022E+005	3,6845305E+003	3,000000000000000E+000	39	1,5102775E-002	4,4937996E-004	0	-5,469466004756176E-003	2,9611683E-002	2,9148122E-003	2,9754795E-002	5,6217732E+000	3,6845303E+006	3,7431280E+007	3,7612184E+007	-8,4378227E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4378227E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4378227E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,6217732E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,6217732E+000	1,0159035E+001	8,4378227E+001	-1,312110892491460E-003	2,040731304127073E-004	-8,1428170E-004	8,2809111E+003
1,0002181E-001	3,4145985E+001	3,5123303E+000	3,4326153E+001	-5,8729134E+000	2,194810475758399E+005	2,5967188E+000	-3,5150269E-001	4,5303322E+005	4,7431899E+003	3,000000000000000E+000	39	1,5106197E-002	4,4007832E-004	0	-7,359295047947121E-003	2,8979400E-002	2,9808839E-003	2,9132307E-002	5,8729134E+000	4,7431865E+006	4,6112092E+007	4,6355396E+007	-8,4127090E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,4127090E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,4127090E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-5,8729134E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	5,8729134E+000	9,7217464E+000	8,4127090E+001	-1,889829043190946E-003	2,745851929163338E-004	-9,1275363E-004	7,3874790E+003
7,9420954E-002	3,4675606E+001	3,9440858E+000	3,4899189E+001	-6,4890704E+000	2,195075431839637E+005	2,5967164E+000	-3,9387459E-001	5,0808766E+005	6,4893428E+003	3,000000000000000E+000	39	1,5097937E-002	4,3261566E-004	0	-1,012525185484158E-002	2,8470388E-002	3,2382896E-003	2,8653961E-002	6,4890704E+000	6,4893395E+006	5,7052988E+007	5,7420860E+007	-8,3510933E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3510933E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3510933E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,4890704E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,4890704E+000	8,7917976E+000	8,3510933E+001	-2,765956806894464E-003	3,777867602500451E-004	-1,0227805E-003	6,5927495E+003
6,3119084E-002	3,4919250E+001	4,4530096E+000	3,5202038E+001	-7,2673082E+000	2,195408736158937E+005	2,5967097E+000	-4,4237304E-001	5,6624688E+005	9,0610283E+003	3,000000000000000E+000	39	1,5105652E-002	4,2911299E-004	0	-1,416432272301128E-002	2,8179243E-002	3,5935033E-003	2,8407447E-002	7,2673082E+000	9,0610320E+006	7,1054040E+007	7,1629456E+007	-8,2732689E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2732689E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2732689E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,2673082E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,2673082E+000	7,8417192E+000	8,2732689E+001	-4,039070868169695E-003	5,284899249299957E-004	-1,1487143E-003	5,8699546E+003
5,0094575E-002	3,4819889E+001	4,7952857E+000	3,5148533E+001	-7,8412704E+000	2,195828619592066E+005	2,5967145E+000	-4,9654809E-001	6,6254431E+005	1,2331887E+004	3,000000000000000E+000	39	1,5106655E-002	4,2979475E-004	0	-1,999437153190387E-002	2,8184671E-002	3,8815043E-003	2,8450690E-002	7,8412704E+000	1,2331886E+007	8,9545216E+007	9,0390384E+007	-8,2158730E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2158730E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2158730E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8412704E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8412704E+000	7,2612753E+000	8,2158730E+001	-5,830048808892593E-003	7,460168845737690E-004	-1,2893936E-003	5,2295327E+003
3,9821938E-002	3,4638035E+001	4,7901726E+000	3,4967690E+001	-7,8736224E+000	2,196356726785552E+005	2,5967064E+000	-5,5634636E-001	8,3434675E+005	1,5657233E+004	3,000000000000000E+000	39	1,5105914E-002	4,3199633E-004	0	-2,821349759653956E-002	2,8328225E-002	3,9175744E-003	2,8597828E-002	7,8736224E+000	1,5657226E+007	1,1321843E+008	1,1429594E+008	-8,2126381E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2126381E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2126381E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8736224E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8736224E+000	7,2310619E+000	8,2126381E+001	-8,219126064635686E-003	1,052683528777850E-003	-1,4446682E-003	4,6674277E+003
3,1629652E-002	3,4613098E+001	4,5400991E+000	3,4909584E+001	-7,4726596E+000	2,197021545107967E+005	2,5967243E+000	-6,2120295E-001	1,1083078E+006	1,8745701E+004	3,000000000000000E+000	39	1,5103493E-002	4,3264605E-004	0	-3,960648594198443E-002	2,8402144E-002	3,7254260E-003	2,8645428E-002	7,4726596E+000	1,8745692E+007	1,4291469E+008	1,4413885E+008	-8,2527344E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2527344E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2527344E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,4726596E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,4726596E+000	7,6238642E+000	8,2527344E+001	-1,139298834544487E-002	1,477771241982144E-003	-1,6130927E-003	4,1801543E+003
2,5115162E-002	3,4886269E+001	4,1675448E+000	3,5134315E+001	-6,8123212E+000	2,197858725127024E+005	2,5967371E+000	-6,9135547E-001	1,5205611E+006	2,1394465E+004	3,000000000000000E+000	39	1,5100228E-002	4,2978575E-004	0	-5,525901926301792E-002	2,8261261E-002	3,3761153E-003	2,8462203E-002	6,8123212E+000	2,1394476E+007	1,7909179E+008	1,8036517E+008	-8,3187675E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3187675E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3187675E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,8123212E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,8123212E+000	8,3709402E+000	8,3187675E+001	-1,565253332103349E-002	2,061788305244778E-003	-1,7952684E-003	3,7560088E+003
1,9949377E-002	3,5487736E+001	3,8848901E+000	3,5699745E+001	-6,2473693E+000	2,198912608889486E+005	2,5967369E+000	-7,6566446E-001	2,0535821E+006	2,4318641E+004	3,000000000000000E+000	39	1,5110542E-002	4,2326751E-004	0	-7,674207609370413E-002	2,7845053E-002	3,0482356E-003	2,8011404E-002	6,2473693E+000	2,4318636E+007	2,2214618E+008	2,2347331E+008	-8,3752632E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3752632E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3752632E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,2473693E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,2473693E+000	9,1348104E+000	8,3752632E+001	-2,148305683068621E-002	2,863350039874788E-003	-1,9882291E-003	3,3914817E+003
1,5841872E-002	3,6358337E+001	3,8895924E+000	3,6565800E+001	-6,1062431E+000	2,200239654210040E+005	2,5967500E+000	-8,4181237E-001	2,5829115E+006	2,9225879E+004	3,000000000000000E+000	39	1,5102747E-002	4,1302931E-004	0	-1,063199330407789E-001	2,7192798E-002	2,9090685E-003	2,7347960E-002	6,1062431E+000	2,9225900E+007	2,7319171E+008	2,7475056E+008	-8,3893753E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3893753E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3893753E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,1062431E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,1062431E+000	9,3475962E+000	8,3893753E+001	-2,957785694707474E-002	3,966939650421763E-003	-2,1859764E-003	3,0847136E+003
1,2591705E-002	3,7326977E+001	4,3372245E+000	3,7578114E+001	-6,6277866E+000	2,201909165015649E+005	2,5967383E+000	-9,1920370E-001	2,9142290E+006	3,8821969E+004	3,000000000000000E+000	39	1,5102436E-002	4,0189445E-004	0	-1,471366137737324E-001	2,6433390E-002	3,0714392E-003	2,6611235E-002	6,6277866E+000	3,8821956E+007	3,3410922E+008	3,3635712E+008	-8,3372215E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,3372215E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,3372215E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-6,6277866E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	6,6277866E+000	8,6061897E+000	8,3372215E+001	-4,081668073295348E-002	5,489864887179163E-003	-2,3869316E-003	2,8249868E+003
9,9972636E-003	3,8054939E+001	5,2299495E+000	3,8412640E+001	-7,8252273E+000	2,204011850637912E+005	2,5967364E+000	-9,9663103E-001	3,0439778E+006	5,6427156E+004	3,000000000000000E+000	39	1,5100890E-002	3,9312296E-004	0	-2,035460745955582E-001	2,5790676E-002	3,5444528E-003	2,6033098E-002	7,8252273E+000	5,6427148E+007	4,1058374E+008	4,1444304E+008	-8,2174774E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,2174774E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,2174774E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-7,8252273E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	7,8252273E+000	7,2763495E+000	8,2174774E+001	-5,640946082182580E-002	7,594577713768190E-003	-2,5879880E-003	2,6055144E+003
1,0000186E+006	2,7676361E+001	1,9744822E+000	2,7746704E+001	-4,0806718E+000	2,924747986291815E+005	2,4095981E+000	-1,0087376E-002	8,0604419E-002	4,0817133E-004	4,000000000000000E+000	38	1,4657397E-002	5,2825722E-004	0	-7,787339007533673E-006	3,5948951E-002	2,5646638E-003	3,6040317E-002	4,0806718E+000	4,0817145E-001	5,7213469E+000	5,7358880E+000	-8,5919327E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,5919327E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,5919327E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-4,0806718E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	4,0806718E+000	1,4017022E+001	8,5919327E+001	0,000000000000000E+000	2,905560885597326E-007	-2,4306522E-005	2,3887263E+005
7,9433269E+005	2,7903425E+001	1,8966939E+000	2,7967813E+001	-3,8886142E+000	2,924752296454674E+005	2,4096081E+000	-1,7738584E-002	1,0563806E-001	4,8584520E-004	4,000000000000000E+000	38	1,4266635E-002	5,1010906E-004	0	-9,124661773470708E-006	3,5673071E-002	2,4248243E-003	3,5755388E-002	3,8886142E+000	4,8584482E-001	7,1475663E+000	7,1640596E+000	-8,6111389E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6111389E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6111389E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,8886142E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,8886142E+000	1,4711612E+001	8,6111389E+001	-1,337322765937035E-006	3,404533990064253E-007	-4,2743039E-005	1,3583994E+005
6,3095681E+005	2,8078766E+001	1,8491104E+000	2,8139585E+001	-3,7677391E+000	2,924756616362059E+005	2,4096117E+000	-1,9670043E-002	1,3641360E-001	5,8904430E-004	4,000000000000000E+000	38	1,4842976E-002	5,2747672E-004	0	-1,136897269430079E-005	3,5460319E-002	2,3352182E-003	3,5537127E-002	3,7677391E+000	5,8904415E-001	8,9446449E+000	8,9640198E+000	-8,6232262E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6232262E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6232262E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,7677391E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,7677391E+000	1,5185014E+001	8,6232262E+001	-2,244310920830080E-006	4,241916569707213E-007	-4,7397167E-005	1,2250159E+005
5,0120622E+005	2,8304331E+001	1,8134309E+000	2,8362364E+001	-3,6658745E+000	2,924762316362122E+005	2,4096096E+000	-2,1329306E-002	1,7510666E-001	7,1584643E-004	4,000000000000000E+000	38	1,4030795E-002	4,9469766E-004	0	-1,497827941419382E-005	3,5185847E-002	2,2543231E-003	3,5257991E-002	3,6658745E+000	7,1584719E-001	1,1173050E+001	1,1195958E+001	-8,6334122E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6334122E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6334122E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,6658745E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,6658745E+000	1,5608166E+001	8,6334122E+001	-3,609306719893033E-006	5,588597434544269E-007	-5,1395298E-005	1,1297177E+005
3,9810347E+005	2,8502853E+001	1,8126881E+000	2,8560436E+001	-3,6389234E+000	2,924766626470303E+005	2,4096055E+000	-2,3044504E-002	2,2054696E-001	8,8841852E-004	4,000000000000000E+000	38	1,4379347E-002	5,0347083E-004	0	-1,779987355647285E-005	3,4942877E-002	2,2222528E-003	3,5013471E-002	3,6389234E+000	8,8841861E-001	1,3969563E+001	1,3997786E+001	-8,6361076E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6361076E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6361076E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,6389234E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,6389234E+000	1,5724080E+001	8,6361076E+001	-2,821594142279030E-006	6,641372145765293E-007	-5,5528166E-005	1,0456313E+005
3,1622997E+005	2,8739443E+001	1,8177317E+000	2,8796869E+001	-3,6190615E+000	2,924770936389686E+005	2,4096091E+000	-2,4824953E-002	2,7687728E-001	1,1032053E-003	4,000000000000000E+000	38	1,5103455E-002	5,2448252E-004	0	-2,045112393828822E-005	3,4656748E-002	2,1919934E-003	3,4725998E-002	3,6190615E+000	1,1032060E+000	1,7442345E+001	1,7477198E+001	-8,6380936E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6380936E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6380936E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,6190615E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,6190615E+000	1,5810607E+001	8,6380936E+001	-2,651250381815367E-006	7,630589309661108E-007	-5,9818431E-005	9,7063992E+004
2,5118764E+005	2,8935947E+001	1,8204291E+000	2,8993155E+001	-3,5998690E+000	2,924775246340265E+005	2,4096041E+000	-2,6370494E-002	3,4805518E-001	1,3721598E-003	4,000000000000000E+000	38	1,5187147E-002	5,2381837E-004	0	-2,315783168285917E-005	3,4422848E-002	2,1656230E-003	3,4490902E-002	3,5998690E+000	1,3721597E+000	2,1810652E+001	2,1853771E+001	-8,6400131E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6400131E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6400131E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,5998690E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,5998690E+000	1,5895124E+001	8,6400131E+001	-2,706707744570951E-006	8,640498361233203E-007	-6,3542451E-005	9,1375008E+004
1,9954350E+005	2,9131887E+001	1,8506999E+000	2,9190615E+001	-3,6350198E+000	2,924779556304710E+005	2,4096074E+000	-2,7875019E-002	4,3096954E-001	1,7323358E-003	4,000000000000000E+000	38	1,4646621E-002	5,0175790E-004	0	-2,694862142130538E-005	3,4188665E-002	2,1719486E-003	3,4257587E-002	3,6350198E+000	1,7323347E+000	2,7268719E+001	2,7323689E+001	-8,6364983E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	8,6364983E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-8,6364983E+001	0,0000000E+000	0,0000000E+000	0,0000000E+000	-3,6350198E+000	0,0000000E+000	0,0000000E+000	0,0000000E+000	3,6350198E+000	1,5741011E+001	8,6364983E+001	-3,790789738446214E-006	1,005489298035759E-006	-6,7167850E-005	8,6443258E+004
